,Disease,State,LGA,co_0to28d,co_1to11m,co_12to59m,ci_0to28d,ci_1to11m,ci_12to59m,dio_0to28d,dio_1to11m,dio_12to59m,Month,year,Case Observed total ,Case Investigated Total,Total Cases,Total deaths,Date,ID
5400,Malnutrition,Kogi,Bassa,0,3,4,0,0,1.0,0,0,0,Apr,2013,7,1.0,8.0,0,"Monday, April 1, 2013",NGKO
5401,Malnutrition,Kogi,Bassa,0,0,4,0,0,0.0,0,0,0,May,2013,4,0.0,4.0,0,"Wednesday, May 1, 2013",NGKO
5402,Malnutrition,Kogi,Bassa,0,3,5,0,0,0.0,0,0,0,Jun,2013,8,0.0,8.0,0,"Saturday, June 1, 2013",NGKO
5403,Malnutrition,Kogi,Bassa,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGKO
5404,Malnutrition,Kogi,Bassa,0,0,3,0,0,0.0,0,0,0,Aug,2013,3,0.0,3.0,0,"Thursday, August 1, 2013",NGKO
5405,Malnutrition,Kogi,Bassa,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5406,Malnutrition,Kogi,Bassa,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
5407,Malnutrition,Kogi,Bassa,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5408,Malnutrition,Kogi,Bassa,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5409,Malnutrition,Kogi,Dekina,0,0,3,0,0,0.0,0,0,0,Jan,2013,3,0.0,3.0,0,"Tuesday, January 1, 2013",NGKO
5410,Malnutrition,Kogi,Dekina,0,0,8,0,0,0.0,0,0,0,Feb,2013,8,0.0,8.0,0,"Friday, February 1, 2013",NGKO
5411,Malnutrition,Kogi,Dekina,0,0,2,0,0,0.0,0,0,0,Mar,2013,2,0.0,2.0,0,"Friday, March 1, 2013",NGKO
5412,Malnutrition,Kogi,Dekina,0,0,6,0,0,0.0,0,0,0,Apr,2013,6,0.0,6.0,0,"Monday, April 1, 2013",NGKO
5413,Malnutrition,Kogi,Dekina,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGKO
5414,Malnutrition,Kogi,Dekina,0,0,5,0,0,0.0,0,0,0,Jun,2013,5,0.0,5.0,0,"Saturday, June 1, 2013",NGKO
5415,Malnutrition,Kogi,Dekina,0,0,6,0,0,0.0,0,0,0,Jul,2013,6,0.0,6.0,0,"Monday, July 1, 2013",NGKO
5416,Malnutrition,Kogi,Dekina,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5417,Malnutrition,Kogi,Dekina,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5418,Malnutrition,Kogi,Dekina,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
5419,Malnutrition,Kogi,Dekina,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5420,Malnutrition,Kogi,Dekina,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5421,Malnutrition,Kogi,Ibaji,0,0,3,0,4,3.0,0,0,0,Jan,2013,3,7.0,10.0,0,"Tuesday, January 1, 2013",NGKO
5422,Malnutrition,Kogi,Ibaji,0,2,0,0,0,0.0,0,1,0,Feb,2013,2,0.0,2.0,1,"Friday, February 1, 2013",NGKO
5423,Malnutrition,Kogi,Ibaji,0,0,4,0,0,0.0,0,0,0,Mar,2013,4,0.0,4.0,0,"Friday, March 1, 2013",NGKO
5424,Malnutrition,Kogi,Ibaji,0,0,7,0,0,0.0,0,0,0,Apr,2013,7,0.0,7.0,0,"Monday, April 1, 2013",NGKO
5425,Malnutrition,Kogi,Ibaji,0,0,8,0,0,0.0,0,0,0,May,2013,8,0.0,8.0,0,"Wednesday, May 1, 2013",NGKO
5426,Malnutrition,Kogi,Ibaji,0,2,1,0,0,0.0,0,0,0,Jun,2013,3,0.0,3.0,0,"Saturday, June 1, 2013",NGKO
5427,Malnutrition,Kogi,Ibaji,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGKO
5428,Malnutrition,Kogi,Ibaji,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5429,Malnutrition,Kogi,Ibaji,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5430,Malnutrition,Kogi,Ibaji,0,2,2,0,0,0.0,0,0,0,Oct,2013,4,0.0,4.0,0,"Tuesday, October 1, 2013",NGKO
5431,Malnutrition,Kogi,Ibaji,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5432,Malnutrition,Kogi,Ibaji,0,0,2,0,0,0.0,0,0,0,Dec,2013,2,0.0,2.0,0,"Sunday, December 1, 2013",NGKO
5433,Malnutrition,Kogi,Idah,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGKO
5434,Malnutrition,Kogi,Idah,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGKO
5435,Malnutrition,Kogi,Idah,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGKO
5436,Malnutrition,Kogi,Idah,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGKO
5437,Malnutrition,Kogi,Idah,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGKO
5438,Malnutrition,Kogi,Idah,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGKO
5439,Malnutrition,Kogi,Idah,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGKO
5440,Malnutrition,Kogi,Idah,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5441,Malnutrition,Kogi,Idah,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5442,Malnutrition,Kogi,Idah,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
5443,Malnutrition,Kogi,Idah,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5444,Malnutrition,Kogi,Idah,0,0,1,0,0,0.0,0,0,0,Dec,2013,1,0.0,1.0,0,"Sunday, December 1, 2013",NGKO
5445,Malnutrition,Kogi,Igalamela-Odolu,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGKO
5446,Malnutrition,Kogi,Igalamela-Odolu,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGKO
5447,Malnutrition,Kogi,Igalamela-Odolu,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGKO
5448,Malnutrition,Kogi,Igalamela-Odolu,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGKO
5449,Malnutrition,Kogi,Igalamela-Odolu,0,0,2,0,0,0.0,0,0,0,May,2013,2,0.0,2.0,0,"Wednesday, May 1, 2013",NGKO
5450,Malnutrition,Kogi,Igalamela-Odolu,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGKO
5451,Malnutrition,Kogi,Igalamela-Odolu,0,0,1,0,0,0.0,0,0,0,Jul,2013,1,0.0,1.0,0,"Monday, July 1, 2013",NGKO
5452,Malnutrition,Kogi,Igalamela-Odolu,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5453,Malnutrition,Kogi,Igalamela-Odolu,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5454,Malnutrition,Kogi,Igalamela-Odolu,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
5455,Malnutrition,Kogi,Igalamela-Odolu,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5456,Malnutrition,Kogi,Igalamela-Odolu,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5457,Malnutrition,Kogi,Ijumu,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGKO
5458,Malnutrition,Kogi,Ijumu,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGKO
5459,Malnutrition,Kogi,Ijumu,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGKO
5460,Malnutrition,Kogi,Ijumu,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGKO
5461,Malnutrition,Kogi,Ijumu,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGKO
5462,Malnutrition,Kogi,Ijumu,0,2,1,0,0,0.0,0,0,0,Jun,2013,3,0.0,3.0,0,"Saturday, June 1, 2013",NGKO
5463,Malnutrition,Kogi,Ijumu,0,0,1,0,0,0.0,0,0,0,Jul,2013,1,0.0,1.0,0,"Monday, July 1, 2013",NGKO
5464,Malnutrition,Kogi,Ijumu,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5465,Malnutrition,Kogi,Ijumu,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5466,Malnutrition,Kogi,Ijumu,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
5467,Malnutrition,Kogi,Ijumu,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5468,Malnutrition,Kogi,Ijumu,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5469,Malnutrition,Kogi,Kabba/Bunu,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGKO
5470,Malnutrition,Kogi,Kabba/Bunu,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGKO
5471,Malnutrition,Kogi,Kabba/Bunu,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGKO
5472,Malnutrition,Kogi,Kabba/Bunu,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGKO
5473,Malnutrition,Kogi,Kabba/Bunu,0,0,1,0,0,0.0,0,0,0,May,2013,1,0.0,1.0,0,"Wednesday, May 1, 2013",NGKO
5474,Malnutrition,Kogi,Kabba/Bunu,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGKO
5475,Malnutrition,Kogi,Kabba/Bunu,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGKO
5476,Malnutrition,Kogi,Kabba/Bunu,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5477,Malnutrition,Kogi,Kabba/Bunu,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5478,Malnutrition,Kogi,Kabba/Bunu,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
5479,Malnutrition,Kogi,Kabba/Bunu,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5480,Malnutrition,Kogi,Kabba/Bunu,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5481,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGKO
5482,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGKO
5483,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGKO
5484,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGKO
5485,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGKO
5486,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGKO
5487,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGKO
5488,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5489,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5490,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
5491,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5492,Malnutrition,Kogi,Kogi,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5493,Malnutrition,Kogi,Lokoja,0,4,12,0,0,0.0,0,0,0,Jan,2013,16,0.0,16.0,0,"Tuesday, January 1, 2013",NGKO
5494,Malnutrition,Kogi,Lokoja,0,1,3,0,0,0.0,0,0,0,Feb,2013,4,0.0,4.0,0,"Friday, February 1, 2013",NGKO
5495,Malnutrition,Kogi,Lokoja,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGKO
5496,Malnutrition,Kogi,Lokoja,0,2,1,0,0,0.0,0,0,0,Apr,2013,3,0.0,3.0,0,"Monday, April 1, 2013",NGKO
5497,Malnutrition,Kogi,Lokoja,0,1,3,0,0,0.0,0,0,0,May,2013,4,0.0,4.0,0,"Wednesday, May 1, 2013",NGKO
5498,Malnutrition,Kogi,Lokoja,0,0,6,0,0,0.0,0,0,0,Jun,2013,6,0.0,6.0,0,"Saturday, June 1, 2013",NGKO
5499,Malnutrition,Kogi,Lokoja,0,0,16,0,0,0.0,0,0,0,Jul,2013,16,0.0,16.0,0,"Monday, July 1, 2013",NGKO
5500,Malnutrition,Kogi,Lokoja,0,12,24,0,0,0.0,0,0,0,Aug,2013,36,0.0,36.0,0,"Thursday, August 1, 2013",NGKO
5501,Malnutrition,Kogi,Lokoja,0,3,8,0,0,0.0,0,0,0,Sep,2013,11,0.0,11.0,0,"Sunday, September 1, 2013",NGKO
5502,Malnutrition,Kogi,Lokoja,0,2,0,0,0,0.0,0,0,0,Oct,2013,2,0.0,2.0,0,"Tuesday, October 1, 2013",NGKO
5503,Malnutrition,Kogi,Lokoja,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5504,Malnutrition,Kogi,Lokoja,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5505,Malnutrition,Kogi,Mopa-Muro,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGKO
5506,Malnutrition,Kogi,Mopa-Muro,0,0,2,0,0,0.0,0,0,0,Feb,2013,2,0.0,2.0,0,"Friday, February 1, 2013",NGKO
5507,Malnutrition,Kogi,Mopa-Muro,0,1,0,0,0,0.0,0,0,0,Mar,2013,1,0.0,1.0,0,"Friday, March 1, 2013",NGKO
5508,Malnutrition,Kogi,Mopa-Muro,0,1,0,0,0,0.0,0,0,0,Apr,2013,1,0.0,1.0,0,"Monday, April 1, 2013",NGKO
5509,Malnutrition,Kogi,Mopa-Muro,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGKO
5510,Malnutrition,Kogi,Mopa-Muro,0,2,1,0,0,0.0,0,0,0,Jun,2013,3,0.0,3.0,0,"Saturday, June 1, 2013",NGKO
5511,Malnutrition,Kogi,Mopa-Muro,0,1,0,0,0,0.0,0,0,0,Jul,2013,1,0.0,1.0,0,"Monday, July 1, 2013",NGKO
5512,Malnutrition,Kogi,Mopa-Muro,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5513,Malnutrition,Kogi,Mopa-Muro,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5514,Malnutrition,Kogi,Mopa-Muro,5,3,0,0,0,0.0,0,0,0,Oct,2013,8,0.0,8.0,0,"Tuesday, October 1, 2013",NGKO
5515,Malnutrition,Kogi,Mopa-Muro,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5516,Malnutrition,Kogi,Mopa-Muro,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5517,Malnutrition,Kogi,Ofu,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGKO
5518,Malnutrition,Kogi,Ofu,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGKO
5519,Malnutrition,Kogi,Ofu,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGKO
5520,Malnutrition,Kogi,Ofu,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGKO
5521,Malnutrition,Kogi,Ofu,0,0,2,0,0,0.0,0,0,0,May,2013,2,0.0,2.0,0,"Wednesday, May 1, 2013",NGKO
5522,Malnutrition,Kogi,Ofu,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGKO
5523,Malnutrition,Kogi,Ofu,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGKO
5524,Malnutrition,Kogi,Ofu,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5525,Malnutrition,Kogi,Ofu,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5526,Malnutrition,Kogi,Ofu,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
5527,Malnutrition,Kogi,Ofu,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5528,Malnutrition,Kogi,Ofu,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5529,Malnutrition,Kogi,Ogori/Magongo,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGKO
5530,Malnutrition,Kogi,Ogori/Magongo,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGKO
5531,Malnutrition,Kogi,Ogori/Magongo,0,1,2,0,0,0.0,0,0,0,Mar,2013,3,0.0,3.0,0,"Friday, March 1, 2013",NGKO
5532,Malnutrition,Kogi,Ogori/Magongo,0,0,3,0,0,0.0,0,0,0,Apr,2013,3,0.0,3.0,0,"Monday, April 1, 2013",NGKO
5533,Malnutrition,Kogi,Ogori/Magongo,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGKO
5534,Malnutrition,Kogi,Ogori/Magongo,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGKO
5535,Malnutrition,Kogi,Ogori/Magongo,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGKO
5536,Malnutrition,Kogi,Ogori/Magongo,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5537,Malnutrition,Kogi,Ogori/Magongo,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5538,Malnutrition,Kogi,Ogori/Magongo,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
5539,Malnutrition,Kogi,Ogori/Magongo,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5540,Malnutrition,Kogi,Ogori/Magongo,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5541,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGKO
5542,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGKO
5543,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGKO
5544,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGKO
5545,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGKO
5546,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGKO
5547,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGKO
5548,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5549,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5550,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
5551,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5552,Malnutrition,Kogi,Okehi,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5553,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGKO
5554,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGKO
5555,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGKO
5556,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGKO
5557,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGKO
5558,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGKO
5559,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGKO
5560,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5561,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5562,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
5563,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGKO
5564,Malnutrition,Kogi,Okene,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGKO
5565,Malnutrition,Kogi,Olamaboro,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGKO
5566,Malnutrition,Kogi,Olamaboro,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGKO
5567,Malnutrition,Kogi,Olamaboro,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGKO
5568,Malnutrition,Kogi,Olamaboro,0,0,2,0,0,0.0,0,0,0,Apr,2013,2,0.0,2.0,0,"Monday, April 1, 2013",NGKO
5569,Malnutrition,Kogi,Olamaboro,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGKO
5570,Malnutrition,Kogi,Olamaboro,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGKO
5571,Malnutrition,Kogi,Olamaboro,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGKO
5572,Malnutrition,Kogi,Olamaboro,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGKO
5573,Malnutrition,Kogi,Olamaboro,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGKO
5574,Malnutrition,Kogi,Olamaboro,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGKO
